peak1	peak2	coaccess	qval	type1	type2	n_links
chr1:23772205-23772423	chr1:23959057-23959444	0.112639	0	distal	distal	2
chr1:239898259-239898466	chr1:240050791-240050971	0.0455948	0.0106502	distal	distal	2
chr12:401307-401947	chr12:576107-576391	0.0644155	7.41846e-06	distal	distal	2
chr12:4031033-4031232	chr12:4320449-4321318	0.0427814	0.0253809	distal	distal	2
chr1:240732621-240732771	chr1:241072359-241072509	0.474313	0	distal	distal	2
chr1:240828368-240828590	chr1:241376024-241376335	0.120963	0	distal	distal	2
chr1:241040841-241041000	chr1:241466829-241467017	0.370069	0	distal	distal	2
chr1:241887090-241887290	chr1:241990127-241990518	0.0259927	0.612027	distal	distal	2
chr1:241887090-241887290	chr1:241993236-241993441	0.0900544	6.32199e-12	distal	distal	2
chr12:42144562-42145147	chr12:42238037-42238437	0.0543934	0.000488479	proximal	proximal	4
chr12:42238622-42238833	chr12:42325816-42326225	0.182959	0	proximal	proximal	4
chr1:242267004-242267154	chr1:242424879-242425095	0.209055	0	distal	distal	2
chr12:42362975-42363286	chr12:42607176-42607326	0.21749	0	distal	distal	2
chr1:242454659-242455048	chr1:242569327-242569477	0.043837	0.0184211	distal	distal	2
chr1:242569327-242569477	chr1:242652098-242652253	0.29592	0	distal	distal	2
chr12:43739612-43739769	chr12:43805852-43806710	0.0315419	0.47281	proximal	proximal	2
chr1:243904570-243904735	chr1:244461157-244461934	0.0250557	0.612027	distal	distal	2
chr1:244395747-244396156	chr1:244674203-244674353	0.0569868	0.000176736	distal	distal	2
chr1:244867703-244868038	chr1:244986653-244986803	0.0873066	3.52515e-11	distal	distal	2
chr1:244867703-244868038	chr1:245042757-245042923	0.0522788	0.001077	distal	distal	2
chr1:244867703-244868038	chr1:245190670-245190820	0.0821775	7.58621e-10	distal	distal	2
chr1:24493851-24494052	chr1:24735507-24736318	0.119405	0	distal	distal	2
chr12:45216442-45216687	chr12:45990446-45991011	0.0311632	0.514496	proximal	proximal	2
chr1:24567863-24568013	chr1:24921076-24921244	0.234576	0	distal	distal	2
chr12:45728720-45729089	chr12:46382987-46384006	0.0220146	0.612027	proximal	proximal	4
chr12:45729260-45729736	chr12:46371291-46371628	0.0524359	0.00101771	proximal	proximal	4
chr1:246254120-246254270	chr1:246754004-246754172	0.0980293	2.61359e-14	distal	distal	2
chr1:24642291-24642715	chr1:24848011-24848269	0.0263781	0.612027	distal	distal	2
chr1:24642806-24643366	chr1:24904822-24904979	0.0456426	0.0104921	distal	distal	2
chr1:24705179-24705712	chr1:25337153-25337395	0.0245507	0.612027	proximal	proximal	2
chr1:24735507-24736318	chr1:24898164-24898348	0.0250879	0.612027	distal	distal	2
chr1:24735507-24736318	chr1:25197319-25197542	0.0697399	6.00825e-07	distal	distal	2
chr1:24735507-24736318	chr1:25479381-25479581	0.030476	0.597234	distal	distal	2
chr12:47717601-47717766	chr12:48189643-48189852	0.156083	0	distal	distal	2
chr12:47744725-47744875	chr12:48156973-48157784	0.112458	0	distal	distal	2
chr12:47802471-47802790	chr12:48156973-48157784	0.136658	0	distal	distal	2
chr12:47850805-47850955	chr12:48368863-48369022	0.0264583	0.612027	distal	distal	2
chr12:481481-481720	chr12:814182-814450	0.0779342	8.37945e-09	distal	distal	2
chr12:48156973-48157784	chr12:48936476-48936652	0.0292889	0.612027	distal	distal	2
chr12:48183037-48183277	chr12:48853332-48853635	0.0480339	0.00480687	proximal	proximal	2
chr12:48183037-48183277	chr12:48956461-48957089	0.029263	0.612027	proximal	proximal	4
chr12:48183037-48183277	chr12:48957175-48957744	0.0635388	1.09963e-05	proximal	proximal	4
chr12:48442501-48442725	chr12:48490972-48491206	0.284955	0	distal	distal	2
chr12:48681868-48682514	chr12:48716583-48717249	0.0364037	0.14889	proximal	proximal	2
chr12:48681868-48682514	chr12:49018229-49018909	0.0340794	0.26461	proximal	proximal	2
chr12:48681868-48682514	chr12:49322886-49323586	0.0237027	0.612027	proximal	proximal	2
chr12:48716583-48717249	chr12:48814486-48814946	0.0260355	0.612027	proximal	proximal	2
chr1:248837975-248838865	chr1:248906094-248906284	0.0568774	0.000184777	proximal	proximal	2
chr12:48971526-48971759	chr12:49322886-49323586	0.0293417	0.612027	proximal	proximal	2
chr12:49018229-49018909	chr12:49366513-49367170	0.148455	0	proximal	proximal	2
chr12:49018229-49018909	chr12:49707401-49707794	0.0380796	0.0960899	proximal	proximal	4
chr1:24904822-24904979	chr1:24994279-24994441	0.21133	0	distal	distal	2
chr12:49060191-49060433	chr12:49060529-49061324	0.0498721	0.00255639	proximal	proximal	2
chr12:49060191-49060433	chr12:49322886-49323586	0.0620952	2.08478e-05	proximal	proximal	2
chr12:49060191-49060433	chr12:49827824-49827974	0.0562328	0.000239043	proximal	proximal	4
chr12:49060529-49061324	chr12:49069665-49070259	0.0267427	0.612027	proximal	proximal	2
chr12:49087993-49088754	chr12:49945310-49945821	0.0758679	2.58403e-08	distal	distal	2
chr12:49110541-49111130	chr12:49130316-49130605	0.0510641	0.00167437	proximal	proximal	2
chr12:49110541-49111130	chr12:49265382-49265696	0.0338915	0.276383	proximal	proximal	2
chr12:49130316-49130605	chr12:49265382-49265696	0.195224	0	proximal	proximal	2
chr12:49130665-49131205	chr12:49842777-49843282	0.0430268	0.023591	proximal	proximal	2
chr12:49234491-49234714	chr12:49637388-49637542	0.0596495	5.9427e-05	distal	distal	2
chr12:49264577-49265169	chr12:49336713-49337147	0.0634642	1.13642e-05	proximal	proximal	2
chr12:49265382-49265696	chr12:49568347-49568713	0.0243995	0.612027	proximal	proximal	4
chr12:49322886-49323586	chr12:49347133-49348247	0.0223229	0.612027	proximal	proximal	2
chr12:49322886-49323586	chr12:49828098-49828822	0.0224789	0.612027	proximal	proximal	4
chr12:49336713-49337147	chr12:49538740-49539012	0.0370892	0.124778	proximal	proximal	4
chr12:49336713-49337147	chr12:49828098-49828822	0.0274037	0.612027	proximal	proximal	4
chr12:49342524-49342850	chr12:49741980-49742250	0.024003	0.612027	distal	distal	2
chr12:49342524-49342850	chr12:49923481-49923631	0.0284093	0.612027	distal	distal	2
chr12:49347133-49348247	chr12:49567614-49568284	0.0373507	0.116525	proximal	proximal	4
chr12:49367230-49367623	chr12:49707401-49707794	0.0654193	4.67956e-06	proximal	proximal	4
chr12:49514071-49514287	chr12:49623226-49623950	0.0337126	0.288356	distal	distal	2
chr12:49545144-49545294	chr12:49812604-49812754	0.174236	0	distal	distal	2
chr12:49545144-49545294	chr12:50416117-50416337	0.166125	0	distal	distal	2
chr12:49580324-49580795	chr12:49945310-49945821	0.0441193	0.0168902	distal	distal	2
chr12:49580324-49580795	chr12:50024924-50025848	0.0979939	2.61359e-14	distal	distal	2
chr12:49580324-49580795	chr12:50039329-50039690	0.0318272	0.44378	distal	distal	2
chr12:49623226-49623950	chr12:50075237-50075447	0.0212993	0.612027	distal	distal	2
chr12:49636908-49637168	chr12:50221357-50221509	0.054896	0.00040245	distal	distal	2
chr12:49699143-49699305	chr12:50400649-50401147	0.0689609	8.79404e-07	distal	distal	2
chr12:49707401-49707794	chr12:49828098-49828822	0.0306054	0.580674	proximal	proximal	8
chr12:49707401-49707794	chr12:49967067-49967321	0.101316	0	proximal	proximal	4
chr12:49741049-49741906	chr12:50400649-50401147	0.0259713	0.612027	distal	distal	2
chr12:49812604-49812754	chr12:50416117-50416337	0.0289451	0.612027	distal	distal	2
chr12:49842777-49843282	chr12:49967067-49967321	0.19296	0	proximal	proximal	2
chr12:49842777-49843282	chr12:50084959-50085858	0.0456255	0.0105474	proximal	proximal	2
chr12:50024924-50025848	chr12:50432572-50432768	0.36499	0	distal	distal	2
chr12:50039329-50039690	chr12:50075237-50075447	0.0767589	1.59778e-08	distal	distal	2
chr12:50039329-50039690	chr12:50575797-50575989	0.0233709	0.612027	distal	distal	2
chr12:50504792-50505562	chr12:51047806-51048464	0.0310094	0.532309	proximal	proximal	2
chr12:51047806-51048464	chr12:51218294-51218622	0.162621	0	proximal	proximal	2
chr12:51047806-51048464	chr12:51951097-51951839	0.0338899	0.276481	proximal	proximal	2
chr12:51082821-51083827	chr12:51217331-51217510	0.066361	3.01879e-06	proximal	proximal	2
chr12:51082821-51083827	chr12:51951097-51951839	0.0368215	0.133708	proximal	proximal	2
chr12:51172502-51173516	chr12:51238613-51239330	0.0647111	6.47736e-06	proximal	proximal	2
chr12:51275535-51275685	chr12:51492642-51492863	0.0614003	2.82278e-05	distal	distal	2
chr12:51846902-51847127	chr12:51993193-51993361	0.0785646	5.91336e-09	distal	distal	2
chr12:51894995-51895372	chr12:52043052-52043272	0.0906388	4.34857e-12	distal	distal	2
chr12:52023756-52023952	chr12:52157271-52157431	0.112692	0	distal	distal	2
chr12:52152161-52152368	chr12:52157271-52157431	0.0260275	0.612027	distal	distal	2
chr1:25233121-25233361	chr1:25819811-25820243	0.196038	0	proximal	proximal	4
chr1:25239618-25240330	chr1:25905414-25906646	0.1089	0	proximal	proximal	2
chr12:52879542-52879752	chr12:53421514-53421851	0.0546632	0.000440733	distal	distal	2
chr12:52980892-52981364	chr12:53421514-53421851	0.0378801	0.10133	distal	distal	2
chr12:53006020-53007229	chr12:53676513-53676983	0.044709	0.014065	proximal	proximal	2
chr12:53006020-53007229	chr12:53973347-53973498	0.0459267	0.00959438	proximal	proximal	2
chr12:53046922-53047448	chr12:53206334-53206484	0.0266098	0.612027	proximal	proximal	2
chr12:53046922-53047448	chr12:53994714-53994865	0.0687221	9.8713e-07	proximal	proximal	2
chr12:53054413-53054840	chr12:53452476-53452751	0.110228	0	proximal	proximal	2
chr12:53054413-53054840	chr12:53676513-53676983	0.0228937	0.612027	proximal	proximal	2
chr12:53066068-53066264	chr12:53328344-53328512	0.490429	0	distal	distal	2
chr12:53189832-53190128	chr12:53221494-53221695	0.0276229	0.612027	distal	distal	2
chr12:53220679-53221292	chr12:53508523-53508861	0.0255751	0.612027	distal	distal	2
chr12:53241929-53242222	chr12:53295366-53295586	0.0482388	0.00448468	proximal	proximal	4
chr12:53328344-53328512	chr12:53371187-53371525	0.0882265	1.99521e-11	distal	distal	2
chr12:53345350-53345511	chr12:53727435-53727824	0.0384935	0.0860533	proximal	proximal	2
chr12:53352720-53352918	chr12:53421514-53421851	0.111203	0	distal	distal	2
chr1:25338051-25338909	chr1:25998060-25998461	0.077771	9.16503e-09	proximal	proximal	4
chr12:53492732-53493294	chr12:53800153-53800379	0.14792	0	distal	distal	2
chr12:53500636-53501618	chr12:53625809-53626579	0.0414725	0.0373513	proximal	proximal	8
chr12:53508523-53508861	chr12:53820512-53820701	0.0766558	1.68905e-08	distal	distal	2
chr12:53508523-53508861	chr12:54036939-54037212	0.0945928	3.24527e-13	distal	distal	2
chr12:53633403-53633553	chr12:53695492-53695881	0.126775	0	distal	distal	2
chr12:53675823-53676420	chr12:54287678-54287852	0.0244718	0.612027	distal	distal	2
chr12:53695492-53695881	chr12:54080316-54080466	0.0935807	6.41245e-13	distal	distal	2
chr12:53743657-53743924	chr12:54287678-54287852	0.0347036	0.227833	distal	distal	2
chr12:53767822-53767972	chr12:54368799-54369145	0.0843153	2.15681e-10	distal	distal	2
chr12:53974202-53974533	chr12:54146600-54146929	0.0834998	3.49718e-10	proximal	proximal	2
chr12:53984887-53985169	chr12:53994714-53994865	0.0579121	0.000121762	proximal	proximal	6
chr12:53984887-53985169	chr12:54300814-54301205	0.0509637	0.00173542	proximal	proximal	12
chr12:53994714-53994865	chr12:54300814-54301205	0.0789563	4.75512e-09	proximal	proximal	4
chr12:54032682-54032949	chr12:54549238-54549565	0.0646811	6.56877e-06	proximal	proximal	2
chr12:54036939-54037212	chr12:54368799-54369145	0.049368	0.00304561	distal	distal	2
chr12:54146600-54146929	chr12:54262723-54262918	0.0726755	1.37851e-07	proximal	proximal	2
chr12:54146600-54146929	chr12:54588770-54589007	0.0906097	4.41901e-12	proximal	proximal	2
chr12:54191630-54191876	chr12:54973992-54974142	0.195869	0	distal	distal	2
chr12:54201419-54201812	chr12:54684947-54685097	0.0272333	0.612027	distal	distal	2
chr1:25430125-25430299	chr1:25430575-25431009	0.0283807	0.612027	proximal	proximal	8
chr1:25430575-25431009	chr1:25905414-25906646	0.0456301	0.0105331	proximal	proximal	4
chr1:25543494-25543684	chr1:25810893-25811087	0.143707	0	proximal	proximal	2
chr12:55681476-55681820	chr12:55728327-55728591	0.161165	0	proximal	proximal	2
chr12:55716350-55716740	chr12:56041240-56041401	0.0586084	9.16288e-05	proximal	proximal	12
chr12:55716350-55716740	chr12:56359891-56360623	0.120261	0	proximal	proximal	6
chr12:55716350-55716740	chr12:56412532-56412702	0.101517	0	proximal	proximal	6
chr12:55728327-55728591	chr12:55966638-55967083	0.0424278	0.0281986	proximal	proximal	4
chr12:55742990-55743572	chr12:56152151-56152671	0.10443	0	proximal	proximal	2
chr12:55764492-55764784	chr12:56127838-56128331	0.0444581	0.0152103	distal	distal	2
chr12:55973450-55974534	chr12:56189443-56190463	0.0338709	0.277706	proximal	proximal	8
chr12:55973450-55974534	chr12:56266732-56267387	0.0591714	7.25314e-05	proximal	proximal	4
chr12:55996987-55997355	chr12:56257509-56257676	0.049825	0.00259767	proximal	proximal	2
chr12:56041240-56041401	chr12:56116229-56116379	0.0283591	0.612027	proximal	proximal	4
chr12:56041240-56041401	chr12:56412532-56412702	0.0744146	5.58223e-08	proximal	proximal	4
chr12:56103946-56105100	chr12:56257966-56258475	0.0318543	0.441021	proximal	proximal	2
chr12:56117918-56118333	chr12:56688770-56689015	0.0244225	0.612027	proximal	proximal	4
chr12:56118400-56118611	chr12:56636761-56637266	0.114151	0	proximal	proximal	4
chr12:56127838-56128331	chr12:56224029-56224417	0.0372603	0.119315	distal	distal	2
chr12:56129233-56129383	chr12:56266732-56267387	0.0396755	0.0622847	proximal	proximal	2
chr12:56129233-56129383	chr12:56359891-56360623	0.0291017	0.612027	proximal	proximal	2
chr12:56152151-56152671	chr12:56359891-56360623	0.0456689	0.010407	proximal	proximal	2
chr12:56152151-56152671	chr12:56688197-56688665	0.181603	0	proximal	proximal	2
chr1:25616310-25616849	chr1:26279593-26279878	0.0288837	0.612027	proximal	proximal	2
chr12:56224029-56224417	chr12:56573451-56573650	0.0494639	0.00294526	distal	distal	2
chr12:56266732-56267387	chr12:56333686-56334451	0.0290182	0.612027	proximal	proximal	4
chr12:56299891-56300865	chr12:56488115-56488752	0.0308045	0.556491	proximal	proximal	8
chr12:56315699-56316544	chr12:56359891-56360623	0.049764	0.00265306	proximal	proximal	4
chr12:56359891-56360623	chr12:56987680-56987882	0.096521	7.71294e-14	proximal	proximal	2
chr12:56449004-56449715	chr12:56636761-56637266	0.0461093	0.00905085	proximal	proximal	2
chr12:56590234-56590544	chr12:56685402-56685562	0.0633944	1.17258e-05	distal	distal	2
chr12:56590234-56590544	chr12:57062699-57062883	0.138106	0	distal	distal	2
chr12:56590234-56590544	chr12:57110265-57110698	0.0438969	0.0180889	distal	distal	2
chr12:56590234-56590544	chr12:57217837-57218004	0.178321	0	distal	distal	2
chr12:56590234-56590544	chr12:57342300-57342648	0.0455745	0.0107151	distal	distal	2
chr12:56630271-56630487	chr12:57175614-57175826	0.0995341	0	distal	distal	2
chr12:56630271-56630487	chr12:57195890-57196207	0.237011	0	distal	distal	2
chr12:56636761-56637266	chr12:57146564-57146769	0.101179	0	proximal	proximal	2
chr12:56689183-56689746	chr12:57062699-57062883	0.045583	0.0106863	distal	distal	2
chr12:56689183-56689746	chr12:57110265-57110698	0.0232855	0.612027	distal	distal	2
chr12:56689183-56689746	chr12:57175614-57175826	0.0458844	0.00971966	distal	distal	2
chr12:56689183-56689746	chr12:57342300-57342648	0.0781642	7.38203e-09	distal	distal	2
chr12:56831612-56831762	chr12:57124380-57124546	0.0472312	0.00627334	distal	distal	2
chr1:25688347-25688558	chr1:25895501-25895679	0.0313635	0.491991	distal	distal	2
chr12:56958029-56958179	chr12:57175907-57176057	0.146691	0	distal	distal	2
chr12:57062699-57062883	chr12:57217837-57218004	0.139509	0	distal	distal	2
chr12:57062699-57062883	chr12:57239196-57239426	0.0885374	1.64595e-11	distal	distal	2
chr12:57088445-57089097	chr12:57546864-57547396	0.058304	0.000103842	proximal	proximal	4
chr12:57127834-57128462	chr12:57520438-57520966	0.175605	0	proximal	proximal	4
chr12:57175614-57175826	chr12:57789094-57789315	0.123359	0	distal	distal	2
chr12:57175907-57176057	chr12:57213422-57213596	0.0759392	2.48868e-08	distal	distal	2
chr12:57239196-57239426	chr12:57865480-57865668	0.0293579	0.612027	distal	distal	2
chr12:57430572-57431233	chr12:57754824-57755046	0.0748183	4.51438e-08	proximal	proximal	4
chr12:57522304-57522970	chr12:57754824-57755046	0.0275406	0.612027	proximal	proximal	2
chr12:57590793-57590950	chr12:57782592-57782840	0.0725078	1.50369e-07	proximal	proximal	2
chr1:25895501-25895679	chr1:26417106-26417407	0.331414	0	distal	distal	2
chr12:5951256-5951423	chr12:6296046-6296196	0.385727	0	distal	distal	2
chr1:25969723-25969913	chr1:26306309-26306882	0.0420799	0.0312851	distal	distal	2
chr1:25998060-25998461	chr1:26472744-26473235	0.0233022	0.612027	proximal	proximal	2
chr1:26035168-26035583	chr1:26470362-26470612	0.078152	7.43207e-09	distal	distal	2
chr1:26035168-26035583	chr1:26787804-26788463	0.02352	0.612027	distal	distal	2
chr1:26035168-26035583	chr1:26857234-26857384	0.0425161	0.0274605	distal	distal	2
chr12:6124272-6124422	chr12:6700331-6700696	0.171455	0	proximal	proximal	2
chr1:26233828-26234699	chr1:26279593-26279878	0.0249378	0.612027	proximal	proximal	2
chr1:26233828-26234699	chr1:26621393-26621630	0.0416381	0.0356171	proximal	proximal	2
chr1:26233828-26234699	chr1:26993512-26993770	0.0268898	0.612027	proximal	proximal	2
chr12:62595126-62595276	chr12:62866089-62866268	0.311586	0	distal	distal	2
chr12:6278645-6279015	chr12:6323300-6323503	0.0677611	1.56281e-06	distal	distal	2
chr12:6278645-6279015	chr12:6672484-6672634	0.133242	0	distal	distal	2
chr12:6278645-6279015	chr12:6778341-6778519	0.0711594	2.96392e-07	distal	distal	2
chr1:26279593-26279878	chr1:26692865-26693200	0.0702022	4.78889e-07	proximal	proximal	4
chr1:26279978-26280169	chr1:26620815-26621296	0.0867934	4.83093e-11	proximal	proximal	2
chr12:6296046-6296196	chr12:6613058-6613267	0.128893	0	distal	distal	2
chr12:62971313-62971470	chr12:63420263-63420717	0.198092	0	distal	distal	2
chr1:26306309-26306882	chr1:26787804-26788463	0.0983911	2.61359e-14	distal	distal	2
