peak	types	genes	states	n_edges
chr2:209476439-209476761	distal	.	.	2
chr2:209495902-209496407	distal	.	.	2
chr2:210002377-210002782	proximal	RPE	.	4
chr2:210088526-210088676	distal	.	.	4
chr2:212538913-212539079	proximal	ERBB4	.	4
chr2:213151529-213152011	proximal	ENSG00000270659,IKZF2	.	4
chr2:215323822-215323972	distal	.	.	2
chr2:215880700-215880850	distal	.	.	2
chr2:215929818-215929997	distal	.	.	2
chr2:216013172-216013781	distal	.	.	2
chr2:216081507-216081963	proximal	TMEM169	.	4
chr2:216114621-216115080	distal	.	.	6
chr2:216187828-216188011	distal	.	.	20
chr2:216372214-216372432	proximal	MARCHF4	.	2
chr2:216412215-216412835	proximal	SMARCAL1,SMARCAL1-AS1	.	8
chr2:216498661-216498907	proximal	RPL37A,RPL37A-DT	.	8
chr2:216682496-216682836	distal	.	.	2
chr2:216693328-216693648	proximal	DIRC3-AS1	.	2
chr2:216698979-216699202	distal	.	.	2
chr2:216909563-216909713	distal	.	.	2
chr2:216997555-216997774	distal	.	.	2
chr2:217314230-217314525	distal	.	.	2
chr2:217943999-217944194	distal	.	.	6
chr2:218034740-218034980	proximal	RUFY4,TNS1	.	12
chr2:218068888-218069038	distal	.	.	4
chr2:218269598-218269998	proximal	AAMP,PNKD	.	8
chr2:218270062-218270606	proximal	AAMP,PNKD	.	4
chr2:218282093-218282244	distal	.	.	2
chr2:218287236-218287398	distal	.	.	2
chr2:218323192-218323769	distal	.	.	8
chr2:218358518-218358732	proximal	CATIP-AS2	.	4
chr2:218568018-218568672	proximal	CNOT9,USP37	.	4
chr2:218568730-218569013	proximal	CNOT9,USP37	.	48
chr2:218621743-218621893	distal	.	.	4
chr2:218659136-218659824	proximal	BCS1L,ZNF142	.	8
chr2:218671619-218672574	proximal	RNF25,STK36	.	12
chr2:218687500-218687722	distal	.	.	8
chr2:218710616-218711394	proximal	TTLL4	.	12
chr2:218774205-218774361	distal	.	.	4
chr2:218782005-218782228	proximal	CYP27A1	.	10
chr2:218847755-218847961	distal	.	.	2
chr2:218860687-218861252	distal	.	.	22
chr2:218908948-218909491	proximal	ENSG00000288898	.	8
chr2:218959373-218959744	proximal	CDK5R2	.	10
chr2:218962932-218963082	distal	.	.	4
chr2:218979891-218980513	distal	.	.	6
chr2:218996104-218996635	distal	.	.	8
chr2:219031644-219031794	distal	.	.	2
chr2:219060832-219061180	proximal	IHH	.	4
chr2:219160175-219161098	proximal	NHEJ1	.	10
chr2:219178086-219178709	proximal	CNPPD1	.	14
chr2:219200597-219201050	proximal	ENSG00000287529	.	8
chr2:219218748-219218901	proximal	ABCB6	.	6
chr2:219229253-219229483	proximal	ANKZF1,ATG9A	.	12
chr2:219229571-219229871	proximal	ANKZF1,ATG9A	.	28
chr2:219245120-219245800	proximal	GLB1L,STK16	.	24
chr2:219253892-219254149	proximal	TUBA4B	.	10
chr2:219278906-219279493	proximal	DNAJB2	.	12
chr2:219294576-219295299	distal	.	.	8
chr2:219313918-219314068	distal	.	.	8
chr2:219352413-219352895	distal	.	.	10
chr2:219387369-219387701	proximal	DNPEP-AS1	.	6
chr2:219387805-219388635	proximal	DNPEP-AS1	.	4
chr2:219406962-219407117	distal	.	.	4
chr2:219433963-219434151	proximal	SPEG	.	4
chr2:219441918-219442081	distal	.	.	20
chr2:219498435-219498970	proximal	ENSG00000268603,GMPPA	.	44
chr2:219509791-219510120	distal	.	.	16
chr2:219513928-219514162	proximal	ASIC4	.	4
chr2:219521362-219521552	distal	.	.	8
chr2:219522791-219522995	distal	.	.	4
chr2:219552294-219552843	distal	.	.	16
chr2:219570578-219570798	distal	.	.	2
chr2:219571260-219571647	proximal	OBSL1	.	2
chr2:219597634-219598291	proximal	STK11IP	.	4
chr2:219641093-219641243	distal	.	.	8
chr2:219708050-219708348	distal	.	.	2
chr2:219728905-219729142	distal	.	.	4
chr2:221573185-221573792	proximal	ENSG00000272944,EPHA4	.	4
chr2:222291250-222291445	distal	.	.	10
chr2:222298709-222299465	proximal	CCDC140,PAX3	.	8
chr2:222318277-222318676	proximal	CT75	.	4
chr2:222518710-222518895	distal	.	.	2
chr2:222709317-222709778	distal	.	.	2
chr2:222870958-222871108	distal	.	.	4
chr2:222924992-222925334	distal	.	.	2
chr2:222927884-222928034	distal	.	.	2
chr2:223472123-223472284	distal	.	.	2
chr2:223493893-223494043	distal	.	.	2
chr2:223725665-223726007	distal	.	.	2
chr2:223779865-223780180	distal	.	.	4
chr2:223815185-223815533	distal	.	.	2
chr2:223837465-223837935	proximal	AP1S3	.	4
chr2:224039261-224039709	proximal	SERPINE2	.	4
chr2:224242588-224242779	distal	.	.	2
chr2:224406227-224406402	distal	.	.	4
chr2:224485398-224485548	distal	.	.	4
chr2:227164484-227164672	proximal	COL4A3,COL4A4	.	4
chr2:227472047-227473138	proximal	AGFG1	.	4
chr2:229921844-229922877	proximal	FBXO36,TRIP12	.	8
chr2:230014305-230014455	distal	.	.	8
chr2:230323112-230323601	distal	.	.	2
chr2:230674607-230674799	distal	.	.	2
chr2:230691337-230691499	distal	.	.	2
chr2:230712566-230713161	proximal	CAB39	.	4
chr2:230814541-230814771	distal	.	.	4
chr2:230864627-230865003	proximal	ITM2C	.	2
chr2:230865078-230865261	proximal	ITM2C	.	2
chr2:230987283-230987554	distal	.	.	4
chr2:231053020-231053182	distal	.	.	2
chr2:231192441-231192664	distal	.	.	6
chr2:231198190-231198377	proximal	ARMC9	.	10
chr2:231198494-231198777	proximal	ARMC9	.	4
chr2:231227356-231227592	distal	.	.	2
chr2:231243159-231243623	distal	.	.	2
chr2:231272565-231272715	distal	.	.	4
chr2:231390730-231390880	distal	.	.	2
chr2:231412032-231412893	distal	.	.	2
chr2:231482797-231483013	proximal	NCL	.	4
chr2:231563470-231563645	distal	.	.	2
chr2:231604674-231604937	distal	.	.	10
chr2:231612672-231612900	distal	.	.	2
chr2:231613874-231614569	distal	.	.	4
chr2:231662208-231662674	distal	.	.	6
chr2:231674697-231674847	distal	.	.	6
chr2:231681052-231681407	distal	.	.	6
chr2:231687338-231687493	distal	.	.	4
chr2:231706917-231707248	proximal	ENSG00000289018,PTMA	.	8
chr2:231708022-231708558	distal	.	.	6
chr2:231713733-231714081	distal	.	.	8
chr2:231781000-231781781	proximal	COPS7B	.	4
chr2:231786187-231786499	proximal	PDE6D	.	6
chr2:231786682-231786943	proximal	PDE6D	.	4
chr2:231807736-231808075	distal	.	.	2
chr2:231842003-231842218	distal	.	.	2
chr2:231926262-231926564	proximal	NPPC	.	8
chr2:231961188-231962058	proximal	DIS3L2	.	4
chr2:232078055-232078205	distal	.	.	2
chr2:232192829-232193013	distal	.	.	6
chr2:232335343-232335505	distal	.	.	10
chr2:232387990-232388140	distal	.	.	2
chr2:232420630-232421084	proximal	ENSG00000237087	.	8
chr2:232524065-232524493	distal	.	.	2
chr2:232605805-232606412	proximal	EFHD1	.	4
chr2:232697000-232698043	proximal	GIGYF2	.	4
chr2:232853232-232853435	distal	.	.	4
chr2:233251397-233251789	distal	.	.	4
chr2:233268164-233268368	distal	.	.	2
chr2:233780212-233780372	distal	.	.	2
chr2:233949029-233949211	distal	.	.	2
chr2:234436657-234436807	distal	.	.	2
chr2:234826482-234826632	distal	.	.	2
chr2:235440423-235440573	distal	.	.	2
chr2:235658994-235659196	distal	.	.	2
chr2:23593287-23593473	distal	.	.	4
chr2:236168336-236168648	proximal	GBX2	.	4
chr2:236711693-236711843	distal	.	.	4
chr2:236731513-236731663	distal	.	.	2
chr2:237144358-237144508	distal	.	.	2
chr2:237154166-237154318	distal	.	.	2
chr2:237316779-237316929	distal	.	.	2
chr2:237572060-237572277	distal	.	.	4
chr2:237585592-237585742	distal	.	.	2
chr2:237691446-237692365	distal	.	.	4
chr2:237857009-237857159	distal	.	.	2
chr2:237966728-237967164	proximal	UBE2F,UBE2F-SCLY	.	8
chr2:238053519-238053669	distal	.	.	4
chr2:238060500-238061128	proximal	SCLY	.	8
chr2:238061244-238061649	proximal	SCLY	.	6
chr2:238098305-238098722	distal	.	.	10
chr2:238107316-238107466	distal	.	.	14
chr2:238158785-238159052	proximal	ERFE	.	2
chr2:238203599-238203913	proximal	ILKAP	.	12
chr2:238239929-238240191	proximal	HES6	.	6
chr2:238288664-238289270	proximal	ENSG00000283635	.	14
chr2:238391173-238391370	distal	.	.	2
chr2:238426649-238427070	proximal	ASB1,ENSG00000229915	.	8
chr2:238460995-238461166	distal	.	.	4
chr2:238573382-238573603	distal	.	.	2
chr2:23899901-23900055	distal	.	.	8
chr2:23924813-23924963	distal	.	.	2
chr2:23940082-23940626	distal	.	.	4
chr2:239882111-239882270	distal	.	.	2
chr2:240025263-240025642	proximal	NDUFA10	.	2
chr2:240048460-240048807	distal	.	.	2
chr2:240052974-240053124	proximal	OR6B3	.	8
chr2:240055614-240055764	distal	.	.	12
chr2:24010649-24010853	proximal	MFSD2B	.	4
chr2:240116022-240116193	distal	.	.	6
chr2:240204423-240204663	distal	.	.	4
chr2:240233216-240233886	distal	.	.	2
chr2:240250105-240250255	distal	.	.	2
chr2:240293902-240294062	distal	.	.	4
chr2:24047306-24047713	distal	.	.	2
chr2:24049533-24050135	proximal	FKBP1B,WDCP	.	12
chr2:240501027-240501200	distal	.	.	10
chr2:240560222-240560594	proximal	DUSP28	.	4
chr2:240560657-240561334	proximal	DUSP28	.	16
chr2:240566410-240566744	proximal	RNPEPL1	.	8
chr2:240586217-240586790	proximal	CAPN10,CAPN10-DT	.	12
chr2:240693604-240693754	distal	.	.	6
chr2:24076279-24077185	proximal	FAM228B,SF3B6	.	8
chr2:24083929-24084885	distal	.	.	4
chr2:240989896-240990046	distal	.	.	4
chr2:240998479-240998714	proximal	SNED1	.	4
chr2:241051682-241051864	distal	.	.	2
chr2:241149868-241150537	proximal	PASK,PPP1R7	.	12
chr2:241218447-241218600	distal	.	.	4
chr2:241225824-241225974	distal	.	.	2
chr2:241272669-241272956	distal	.	.	4
chr2:241355227-241355712	proximal	FARP2	.	24
chr2:241355775-241356645	proximal	FARP2	.	2
chr2:241411894-241412363	distal	.	.	4
chr2:241459286-241459436	distal	.	.	2
chr2:241610059-241610819	distal	.	.	2
chr2:241627954-241628215	distal	.	.	2
chr2:241637133-241638090	proximal	ATG4B,THAP4	.	8
chr2:241687213-241687645	proximal	DTYMK,ING5	.	4
chr2:241702186-241702490	distal	.	.	2
chr2:241702617-241702926	distal	.	.	8
chr2:241721016-241721221	distal	.	.	2
chr2:241734240-241735264	proximal	D2HGDH,ENSG00000215692	.	12
chr2:241948412-241948835	distal	.	.	8
chr2:24200477-24200627	distal	.	.	2
chr2:24360025-24360844	proximal	ITSN2	.	8
chr2:24490701-24491349	proximal	NCOA1	.	4
chr2:24540406-24540584	distal	.	.	10
chr2:24566017-24566351	distal	.	.	4
chr2:24600187-24600382	distal	.	.	8
chr2:24620863-24621098	distal	.	.	6
chr2:24671605-24671829	distal	.	.	4
chr2:24764994-24765162	distal	.	.	2
chr2:24793021-24793941	proximal	CENPO,PTRHD1	.	4
chr2:24805891-24806041	distal	.	.	2
chr2:24833439-24833683	distal	.	.	2
chr2:24971617-24972277	proximal	DNAJC27,DNAJC27-AS1	.	4
chr2:25041538-25041805	proximal	EFR3B	.	14
chr2:25041868-25042778	proximal	EFR3B	.	2
chr2:25099085-25099235	distal	.	.	2
chr2:25342450-25342651	proximal	DNMT3A	.	4
chr2:25361897-25362329	proximal	ENSG00000289567	.	8
chr2:25376746-25377092	distal	.	.	2
chr2:25513454-25513747	distal	.	.	4
chr2:25672951-25673174	proximal	DTNB	.	2
chr2:25673234-25673897	proximal	DTNB	.	2
chr2:25851760-25851910	distal	.	.	4
chr2:25851990-25852178	distal	.	.	6
chr2:25877675-25878825	proximal	ASXL2	.	2
chr2:25981981-25982810	proximal	KIF3C	.	6
chr2:25991282-25991507	distal	.	.	4
chr2:26044254-26044428	distal	.	.	2
chr2:26244567-26245025	proximal	HADHA	.	10
chr2:26280923-26281073	distal	.	.	4
chr2:26345605-26346205	proximal	ADGRF3	.	4
chr2:26577918-26578103	distal	.	.	4
chr2:26692548-26693660	proximal	KCNK3	.	10
chr2:26720982-26721152	distal	.	.	16
chr2:26764153-26764342	proximal	CENPA,SLC35F6	.	8
chr2:26785691-26786152	distal	.	.	4
chr2:26846320-26846539	distal	.	.	2
chr2:26847438-26847595	proximal	DPYSL5	.	6
chr2:26847834-26848136	proximal	DPYSL5	.	2
chr2:26848407-26848557	proximal	DPYSL5	.	6
chr2:26970464-26970702	proximal	MAPRE3	.	10
chr2:27032732-27033282	proximal	TMEM214	.	4
chr2:27050303-27051367	proximal	AGBL5-AS1	.	6
chr2:27051455-27051671	distal	.	.	2
chr2:27071502-27071987	proximal	OST4	.	14
chr2:27072067-27072236	proximal	OST4	.	4
chr2:27080731-27080923	distal	.	.	14
chr2:27081260-27081620	distal	.	.	10
chr2:27086259-27086818	proximal	KHK	.	8
chr2:2708689-2708839	distal	.	.	2
chr2:27087047-27087231	proximal	KHK	.	4
chr2:27096213-27096538	distal	.	.	8
chr2:27123560-27124176	proximal	ABHD1	.	2
chr2:27211691-27212100	proximal	ATRAID	.	18
chr2:27212183-27212441	proximal	ATRAID,SLC5A6	.	12
chr2:27217202-27217534	proximal	CAD	.	6
chr2:27217821-27218196	proximal	CAD	.	6
chr2:27250215-27250486	distal	.	.	8
chr2:27255041-27255191	distal	.	.	6
chr2:27279839-27280122	distal	.	.	8
chr2:27303418-27303682	distal	.	.	8
chr2:27322933-27323412	distal	.	.	18
chr2:27369761-27369960	proximal	EIF2B4,SNX17	.	20
chr2:27370241-27370914	proximal	EIF2B4,SNX17	.	8
chr2:27380337-27380935	proximal	ZNF513	.	6
chr2:27409280-27410015	proximal	PPM1G	.	8
chr2:27428362-27428656	proximal	NRBP1	.	10
chr2:27428765-27429438	distal	.	.	8
chr2:27453378-27453551	distal	.	.	8
chr2:27489555-27490141	proximal	IFT172	.	10
chr2:27534849-27534999	distal	.	.	4
chr2:27582689-27583133	proximal	ENSG00000259080,ZNF512	.	28
chr2:27583277-27583427	proximal	ENSG00000259080,ZNF512	.	16
chr2:27617752-27617958	distal	.	.	10
chr2:27628691-27629126	proximal	CCDC121,GPN1	.	12
chr2:27663348-27664459	proximal	SLC4A1AP,SUPT7L	.	8
chr2:27683615-27683838	distal	.	.	2
chr2:27703802-27704049	distal	.	.	6
chr2:27771570-27772048	proximal	MRPL33	.	6
chr2:27799770-27800076	distal	.	.	6
chr2:27890395-27890865	proximal	BABAM2,RBKS	.	20
chr2:27958662-27958812	distal	.	.	4
chr2:28107332-28107686	distal	.	.	2
chr2:28248412-28248562	distal	.	.	4
chr2:28332403-28332617	distal	.	.	2
chr2:28436598-28436748	distal	.	.	2
chr2:28764295-28764445	distal	.	.	2
chr2:3104954-3105121	distal	.	.	16
chr2:3158536-3158686	distal	.	.	2
chr2:3199817-3200049	distal	.	.	12
chr2:32039490-32039656	proximal	DPY30,ENSG00000288937	.	16
chr2:32063321-32064026	proximal	SPAST	.	4
chr2:32222787-32222937	distal	.	.	10
chr2:3224056-3224206	distal	.	.	4
chr2:32258156-32258390	distal	.	.	10
chr2:32277738-32278246	proximal	YIPF4	.	2
chr2:32356858-32357445	proximal	BIRC6	.	2
chr2:32578481-32578664	distal	.	.	4
chr2:32627874-32628194	proximal	TTC27	.	2
chr2:32808482-32808649	distal	.	.	4
chr2:32946396-32946551	proximal	LTBP1	.	6
chr2:33031828-33031987	distal	.	.	2
chr2:33610774-33611000	distal	.	.	2
chr2:3377592-3378099	proximal	EIPR1	.	4
chr2:3379549-3380053	proximal	TRAPPC12	.	4
chr2:3512608-3512758	distal	.	.	12
chr2:3558200-3558688	proximal	ENSG00000286905,RNASEH1,RNASEH1-DT	.	36
chr2:3605196-3605659	distal	.	.	4
chr2:36663907-36664369	distal	.	.	2
chr2:36718396-36718608	distal	.	.	2
chr2:37324687-37325504	proximal	PRKD3,PRKD3-DT	.	8
chr2:37376702-37376991	distal	.	.	8
chr2:37597684-37597890	distal	.	.	2
chr2:37672503-37672852	distal	.	.	2
chr2:38214228-38214770	distal	.	.	4
chr2:38515319-38515708	proximal	LINC02613	.	8
chr2:38714599-38714749	distal	.	.	4
chr2:38777787-38778310	distal	.	.	4
chr2:38797188-38797338	distal	.	.	4
chr2:39068913-39069132	distal	.	.	4
chr2:39120971-39121207	distal	.	.	2
chr2:39123956-39124606	proximal	SOS1	.	2
chr2:39229970-39230351	distal	.	.	10
chr2:39403818-39404122	distal	.	.	8
chr2:39436681-39437692	proximal	MAP4K3,MAP4K3-DT	.	24
chr2:39437814-39437964	proximal	MAP4K3	.	2
chr2:39717691-39717841	distal	.	.	2
chr2:39781743-39781948	distal	.	.	10
chr2:39789959-39790867	distal	.	.	4
chr2:41648309-41648540	distal	.	.	2
chr2:41824629-41824784	distal	.	.	4
chr2:42008460-42008610	distal	.	.	6
chr2:42025131-42025287	proximal	ENSG00000226398	.	6
chr2:42047742-42048056	proximal	PKDCC	.	2
chr2:42132822-42133446	distal	.	.	6
chr2:42141766-42142019	distal	.	.	4
chr2:42202545-42202695	distal	.	.	2
chr2:42238393-42238545	distal	.	.	2
chr2:42360952-42361354	distal	.	.	6
chr2:42361425-42362010	distal	.	.	2
chr2:42424703-42425095	proximal	COX7A2L	.	4
chr2:42530592-42530742	distal	.	.	2
chr2:42568367-42569034	distal	.	.	2
chr2:42580759-42580954	distal	.	.	2
chr2:42629560-42629984	distal	.	.	2
chr2:42783421-42783571	distal	.	.	10
chr2:42809869-42810847	distal	.	.	6
chr2:42828914-42829125	distal	.	.	8
chr2:42975136-42975557	distal	.	.	6
chr2:42989657-42990018	distal	.	.	2
chr2:42990576-42990726	distal	.	.	2
chr2:43041896-43042046	distal	.	.	4
chr2:43058232-43058439	distal	.	.	4
chr2:43226291-43226532	proximal	LINC01126,ZFP36L2	.	16
chr2:43234263-43234481	distal	.	.	8
chr2:43595705-43596453	proximal	THADA	.	12
chr2:43774390-43774546	proximal	DYNC2LI1	.	4
chr2:43995916-43996105	proximal	ENSG00000288707,LRPPRC	.	12
chr2:44055750-44055998	distal	.	.	4
chr2:44087268-44087457	distal	.	.	8
chr2:44240988-44241199	distal	.	.	8
chr2:44361731-44362022	proximal	CAMKMT,PREPL	.	8
chr2:44362153-44362524	proximal	CAMKMT,PREPL	.	12
chr2:44745107-44745298	distal	.	.	2
chr2:45117521-45117853	distal	.	.	8
chr2:45128686-45128878	distal	.	.	2
chr2:45182589-45182739	distal	.	.	2
chr2:45404761-45405001	distal	.	.	2
chr2:45611183-45611459	proximal	SRBD1	.	4
chr2:45650775-45651366	proximal	PRKCE	.	4
chr2:46004691-46004841	distal	.	.	6
chr2:46299742-46300008	distal	.	.	2
chr2:46464587-46464750	distal	.	.	6
chr2:46499748-46500415	distal	.	.	2
chr2:46543208-46543423	proximal	ATP6V1E2	.	2
chr2:46650438-46650778	distal	.	.	4
chr2:46662582-46663261	distal	.	.	4
chr2:46698694-46699470	proximal	LINC01118,SOCS5	.	12
chr2:46888887-46889120	distal	.	.	4
chr2:46915752-46916194	proximal	TTC7A	.	4
chr2:46916711-46916963	proximal	TTC7A	.	4
chr2:46940921-46941303	proximal	MCFD2	.	6
chr2:46941386-46941626	proximal	MCFD2	.	2
chr2:47034105-47034299	distal	.	.	4
chr2:47237470-47237620	distal	.	.	4
chr2:47242812-47242962	distal	.	.	4
chr2:47323201-47323404	distal	.	.	4
chr2:47345001-47345465	proximal	EPCAM,EPCAM-DT	.	8
chr2:47388259-47388489	distal	.	.	8
chr2:47388597-47388747	distal	.	.	8
chr2:47402850-47403688	proximal	MSH2	.	2
chr2:47570907-47571110	proximal	KCNK12	.	4
chr2:47783334-47784029	distal	.	.	12
chr2:47888397-47888604	distal	.	.	8
chr2:47905704-47906015	proximal	ENSG00000233230,FBXO11	.	16
chr2:47906385-47907046	proximal	FBXO11	.	4
chr2:48359238-48359388	distal	.	.	4
chr2:53658431-53658581	distal	.	.	8
chr2:53767725-53768368	proximal	CHAC2	.	6
chr2:53970748-53971197	proximal	ACYP2,PSME4	.	8
chr2:54088424-54088679	distal	.	.	4
chr2:54115450-54116117	proximal	ENSG00000289065	.	2
chr2:54572328-54572640	distal	.	.	4
chr2:54967641-54967791	distal	.	.	2
chr2:54975860-54976043	distal	.	.	4
chr2:55049580-55050107	distal	.	.	4
chr2:55232150-55232752	proximal	CLHC1,RPS27A	.	4
chr2:55268936-55269447	proximal	MTIF2	.	4
chr2:55282099-55282491	proximal	ENSG00000240401	.	8
chr2:55419373-55420302	proximal	CCDC88A	.	4
chr2:55482551-55482715	distal	.	.	8
chr2:55482859-55483148	distal	.	.	2
chr2:55519021-55519297	proximal	CFAP36	.	10
chr2:55519356-55520303	proximal	CFAP36	.	6
chr2:55692691-55693150	proximal	PNPT1	.	4
chr2:55836515-55836665	distal	.	.	4
chr2:56050714-56050892	distal	.	.	4
chr2:568164-568360	distal	.	.	8
chr2:57759687-57760257	distal	.	.	4
chr2:58046497-58046932	proximal	ENSG00000287875	.	4
chr2:58047030-58047544	proximal	ENSG00000287875	.	4
chr2:58186462-58186715	distal	.	.	4
chr2:60581470-60581987	distal	.	.	2
chr2:60618254-60618404	distal	.	.	2
chr2:60653067-60653384	distal	.	.	2
chr2:60685423-60685623	distal	.	.	8
chr2:60881013-60881917	proximal	REL,REL-DT	.	8
chr2:61017361-61017567	proximal	PEX13,PUS10	.	4
chr2:61065629-61066355	proximal	SANBR	.	4
chr2:61144775-61145149	proximal	C2orf74,C2orf74-DT	.	16
chr2:61194503-61194675	distal	.	.	2
chr2:61281872-61282148	distal	.	.	2
chr2:61390842-61391052	distal	.	.	2
chr2:61426398-61426706	distal	.	.	4
chr2:61470738-61471490	proximal	USP34,USP34-DT	.	28
chr2:61505065-61505240	distal	.	.	2
chr2:61538108-61538935	proximal	XPO1	.	12
chr2:61694294-61695204	distal	.	.	10
chr2:61763740-61764745	proximal	ENSG00000289410,ENSG00000289855	.	8
chr2:61846265-61846524	distal	.	.	2
chr2:61847634-61847784	distal	.	.	8
chr2:61853591-61854303	proximal	ENSG00000289247,FAM161A	.	16
chr2:61854392-61854749	proximal	ENSG00000289247,FAM161A	.	8
chr2:61866438-61866642	distal	.	.	6
chr2:61888547-61889148	proximal	CCT4,COMMD1	.	16
chr2:61924419-61924651	distal	.	.	2
chr2:61961380-61961530	distal	.	.	8
chr2:62096902-62097063	distal	.	.	4
chr2:62196206-62196533	proximal	B3GNT2	.	4
chr2:62264818-62264968	distal	.	.	6
chr2:62305638-62305797	distal	.	.	2
chr2:62894339-62894524	distal	.	.	2
chr2:63050273-63051074	proximal	OTX1	.	2
chr2:63588255-63589051	proximal	MDH1	.	6
chr2:63840747-63841881	proximal	ENSG00000289943,UGP2	.	16
chr2:64018651-64019204	proximal	VPS54	.	4
chr2:64120587-64120737	distal	.	.	8
chr2:64384499-64384725	distal	.	.	8
chr2:64453217-64453409	proximal	LGALSL,LGALSL-DT	.	8
chr2:64453894-64454228	proximal	LGALSL,LGALSL-DT	.	8
chr2:64454312-64454736	proximal	LGALSL,LGALSL-DT	.	8
chr2:64488070-64488275	distal	.	.	4
chr2:64504029-64504192	distal	.	.	8
chr2:64523969-64524662	proximal	AFTPH,AFTPH-DT	.	36
chr2:64533257-64533443	distal	.	.	2
chr2:64609100-64609893	distal	.	.	2
chr2:64645132-64645357	proximal	ENSG00000226756	.	4
chr2:64653531-64654403	distal	.	.	8
chr2:64672555-64672710	distal	.	.	4
chr2:64750599-64751844	proximal	SERTAD2	.	4
chr2:64768188-64768419	proximal	ENSG00000288986	.	8
chr2:64806549-64806849	distal	.	.	6
chr2:64865181-64865491	distal	.	.	8
chr2:64988805-64989566	proximal	SLC1A4	.	4
chr2:65006399-65006694	distal	.	.	8
chr2:65027930-65028080	distal	.	.	6
chr2:65056072-65056655	proximal	CEP68,LINC02245	.	4
chr2:65107555-65107906	distal	.	.	2
chr2:65130010-65130838	proximal	RAB1A	.	4
